CustomerID,Gender,Age,EducationYears,JobCategory,EmploymentLength,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,MaritalStatus,HouseholdSize,HomeOwner,CommuteTime,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,WirelessData,DataLastMonth,DataOverTenure,Multiline,EBilling,LastMonthTotalValue,OverTenureTotalValue,TotalDebt,AverageMonthlyRevenue
1608-DQBMUD-AB8,Male,55,21,Professional,11,128000,20.5,2.28288,23.95712,Unmarried,1,1,19,67,54.45,1299.45,Yes,71.7,4722.4,Yes,68,4506.6,Yes,Yes,194.15,10528.45,26.24,157.1410447761194
4284-HHTPTO-Q5J,Male,29,16,Service,4,54000,9.6,1.202688,3.981312,Married,4,1,16,31,34.5,386.15,Yes,31.9,921,Yes,18.15,579.95,Yes,Yes,84.55000000000001,1887.1000000000001,5.184,60.874193548387105
6828-JEJYIH-3EI,Female,43,8,Professional,8,44000,10.6,1.944888,2.719112,Unmarried,1,1,27,29,16.35,154.9,No,0,0,No,0,0,No,No,16.35,154.9,4.664,5.341379310344828
9723-VUGZBJ-ZQA,Male,18,13,Service,0,15000,10.9,0.51666,1.11834,Unmarried,1,0,30,2,12.15,7.2,No,0,0,No,0,0,No,No,12.15,7.2,1.6349999999999998,3.6
8520-MLQCDY-K1Y,Male,28,16,Professional,0,17000,2.2,0.129778,0.244222,Unmarried,2,0,27,17,20.85,121.9,No,0,0,No,0,0,Yes,No,20.85,121.9,0.374,7.170588235294118
6088-TDDVGT-XO0,Male,70,16,Crafts,33,59000,2.1,0.056994,1.182006,Unmarried,1,0,22,60,29.1,555.2,No,0,0,No,0,0,No,No,29.1,555.2,1.2389999999999999,9.253333333333334
8775-VURAWW-OS0,Male,43,14,Service,6,57000,14.3,4.442295,3.708705,Unmarried,1,0,18,27,13.8,102.3,Yes,26.5,690.4,No,0,0,No,Yes,40.3,792.6999999999999,8.151,29.359259259259257
9852-FJWQJI-KV7,Male,56,12,Sales,4,29000,7.2,0.780912,1.307088,Unmarried,3,1,25,14,17.85,86.25,No,0,0,No,0,0,No,No,17.85,86.25,2.088,6.160714285714286
5645-BCARMI-G7Z,Male,66,16,Labor,18,12000,12.7,1.12776,0.39624,Unmarried,1,0,31,25,26.4,217.2,No,0,0,No,0,0,Yes,No,26.4,217.2,1.524,8.687999999999999
7414-PZJWWB-D1D,Male,73,18,Crafts,25,9000,19.7,0.684378,1.088622,Unmarried,1,0,21,50,43.8,766.05,Yes,22.65,1144.75,No,0,0,Yes,Yes,66.44999999999999,1910.8,1.7730000000000001,38.216
2578-QQXNBH-3G2,Male,26,13,Crafts,6,85000,8.2,2.66951,4.30049,Married,4,1,17,11,17.4,36.05,No,0,0,No,0,0,No,No,17.4,36.05,6.97,3.277272727272727
9334-IUMUSE-FAI,Male,54,10,Sales,3,25000,6.8,0.7106,0.9894,Unmarried,2,1,21,15,11.7,50.85,No,0,0,No,0,0,No,Yes,11.7,50.85,1.7,3.39
1866-UGNVHM-6F1,Female,39,12,Labor,12,48000,18.5,1.40304,7.47696,Married,3,1,29,70,75.6,1735.75,No,0,0,No,0,0,No,No,75.6,1735.75,8.88,24.79642857142857
6170-RWXBEX-2CR,Male,24,18,Sales,0,29000,7.2,0.457272,1.630728,Married,4,0,29,9,27.15,72.7,No,0,0,No,0,0,No,No,27.15,72.7,2.088,8.077777777777778
2447-WXAAQB-6K7,Female,26,17,Sales,0,64000,3.7,1.091648,1.276352,Married,5,1,19,34,29.25,303.65,No,0,0,No,0,0,No,No,29.25,303.65,2.368,8.930882352941175
2583-FMHHBW-E5N,Female,19,14,Labor,0,13000,12.4,0.357864,1.254136,Unmarried,2,0,21,2,6.9,7.05,No,0,0,No,0,0,No,No,6.9,7.05,1.6119999999999999,3.525
5097-JIRHCW-CFG,Male,60,12,Service,21,131000,5.3,3.145179,3.797821,Married,3,1,16,51,36.15,589.05,No,0,0,No,0,0,No,No,36.15,589.05,6.943,11.549999999999999
2979-LZXION-EKF,Male,24,16,Sales,0,10000,6.1,0.31903,0.29097,Unmarried,1,1,14,8,9.9,26.75,No,0,0,No,0,0,No,No,9.9,26.75,0.61,3.34375
5802-HZRLCD-BHF,Female,31,11,Agriculture,6,27000,0.6,0.070146,0.091854,Married,2,0,18,63,75.15,1667.05,No,0,0,No,0,0,No,No,75.15,1667.05,0.162,26.461111111111112
7444-WJWKGZ-67A,Female,61,14,Service,11,11000,41.7,1.366926,3.220074,Unmarried,1,0,23,37,16.05,179.5,Yes,32.35,1135.85,No,0,0,Yes,Yes,48.400000000000006,1315.35,4.587,35.55
2688-GYVWQM-JSK,Male,24,18,Crafts,0,51000,6.4,1.132608,2.131392,Unmarried,1,1,27,35,23.4,200.1,Yes,60.95,2148.6,Yes,62.35,2127.95,Yes,Yes,146.7,4476.65,3.2640000000000002,127.9042857142857
4435-FBUZVB-AES,Female,66,17,Professional,12,57000,12.8,3.224832,4.071168,Unmarried,1,0,22,49,12.6,215.2,No,0,0,No,0,0,No,No,12.6,215.2,7.296,4.391836734693877
9819-KBLSEK-N7M,Male,50,12,Service,13,54000,9,0.85536,4.00464,Unmarried,1,0,35,34,28.8,276.6,No,0,0,No,0,0,No,No,28.8,276.6,4.86,8.13529411764706
7451-DHDPCJ-ZXU,Female,64,16,Agriculture,22,98000,13.1,5.302094,7.535906,Married,2,1,26,60,54.6,1079.1,Yes,32.95,1973.1,No,0,0,Yes,Yes,87.55000000000001,3052.2,12.838000000000001,50.87
6973-VFXJPS-W71,Female,46,18,Sales,2,28000,20.7,1.10124,4.69476,Unmarried,3,1,22,50,27.45,464.7,Yes,35.2,1814.65,Yes,25.25,1199.2,No,Yes,87.9,3478.55,5.795999999999999,69.571
0286-ZUKLWW-UD1,Female,29,19,Professional,1,69000,5.9,1.237584,2.833416,Married,5,1,39,21,18.9,149.6,No,0,0,No,0,0,Yes,Yes,18.9,149.6,4.071,7.123809523809523
9082-FIBGZG-W7E,Male,69,9,Professional,30,149000,0.7,0.162708,0.880292,Married,2,1,24,67,82.8,1865.35,No,0,0,No,0,0,Yes,No,82.8,1865.35,1.043,27.8410447761194
2007-BEDDYV-62E,Female,60,11,Professional,22,155000,8.7,2.090175,11.394825,Married,4,1,16,64,72.75,1446.35,No,0,0,No,0,0,Yes,No,72.75,1446.35,13.485000000000001,22.59921875
2076-HXNRRT-59Y,Male,50,20,Sales,2,49000,15.6,1.94922,5.69478,Unmarried,1,0,28,21,13.05,66.45,No,0,0,No,0,0,No,No,13.05,66.45,7.644,3.1642857142857146
4238-LORPCR-80R,Male,73,12,Crafts,26,17000,13.8,0.783564,1.562436,Unmarried,1,1,23,72,132.6,3073.6,No,0,0,No,0,0,Yes,No,132.6,3073.6,2.346,42.68888888888889
8724-ZFSGUO-JYL,Male,68,12,Sales,7,31000,15.3,2.08692,2.65608,Unmarried,1,0,30,42,20.7,276.5,Yes,27.7,1138.85,No,0,0,Yes,Yes,48.4,1415.35,4.743,33.69880952380952
2581-PFMMKD-4C6,Male,57,17,Professional,9,39000,20.5,1.95078,6.04422,Married,5,1,30,63,42.3,800.35,No,0,0,No,0,0,Yes,No,42.3,800.35,7.995,12.703968253968254
6877-RTHCJH-M7A,Male,29,19,Professional,1,156000,1.1,0.12012,1.59588,Unmarried,3,0,31,33,30.45,323.95,Yes,35.35,1124.85,Yes,29.5,908.75,Yes,Yes,95.3,2357.55,1.716,71.4409090909091
1191-EGQJHO-ZJQ,Female,63,15,Sales,9,17000,6.4,0.343808,0.744192,Married,2,1,22,36,36.9,435.15,No,0,0,No,0,0,Yes,No,36.9,435.15,1.088,12.087499999999999
6237-IDDHKI-H17,Male,49,17,Sales,5,60000,8.4,1.20456,3.83544,Married,3,1,26,43,54.6,757.3,No,0,0,No,0,0,Yes,No,54.6,757.3,5.04,17.611627906976743
5085-RQHHUP-L2U,Female,51,12,Professional,8,122000,13.6,5.375808,11.216192,Married,2,1,37,45,23.4,345.4,No,0,0,No,0,0,No,No,23.4,345.4,16.592,7.6755555555555555
2981-FYZXBF-DM9,Male,22,17,Misc,0,32000,7.1,0.21584,2.05616,Unmarried,1,1,30,3,11.4,12.2,Yes,42.1,85,Yes,32.55,80.15,No,No,86.05,177.35000000000002,2.2720000000000002,59.116666666666674
8446-TMJWQX-AK5,Male,51,12,Professional,8,43000,4.1,0.446039,1.316961,Married,2,1,27,64,104.55,2355.7,No,0,0,No,0,0,Yes,No,104.55,2355.7,1.7630000000000001,36.8078125
1476-ZJSUZO-GSO,Female,53,16,Service,14,142000,13.6,3.340976,15.971024,Unmarried,1,0,25,29,28.35,240.15,Yes,42.7,1213.7,Yes,36.25,926.55,No,No,107.30000000000001,2380.4,19.312,82.08275862068966
9469-FWPWKV-HJY,Male,75,15,Crafts,31,123000,1.1,0.420783,0.932217,Married,2,1,29,69,66,1510.55,Yes,33.4,2278.5,No,0,0,Yes,Yes,99.4,3789.05,1.353,54.913768115942034
8791-ICWRCS-WUD,Female,30,10,Crafts,9,32000,0.9,0.042624,0.245376,Married,5,1,25,7,17.1,53.45,No,0,0,No,0,0,No,No,17.1,53.45,0.28800000000000003,7.635714285714286
2441-WRRBMV-9VV,Female,65,8,Labor,33,14000,7.3,0.154322,0.867678,Unmarried,1,0,30,10,17.4,36.4,No,0,0,No,0,0,No,No,17.4,36.4,1.022,3.6399999999999997
0815-FGMWDH-Y8D,Female,35,18,Sales,2,17000,8,0.23256,1.12744,Married,3,0,35,26,35.1,283.65,Yes,25.7,586,No,0,0,No,No,60.8,869.65,1.3599999999999999,33.448076923076925
6991-FJSWKW-ADG,Female,58,14,Sales,10,58000,11.4,1.811688,4.800312,Married,2,1,31,59,20.55,415.45,No,0,0,No,0,0,No,No,20.55,415.45,6.612,7.041525423728813
0142-QMGDVL-8WD,Male,30,15,Crafts,5,39000,9.3,1.098981,2.528019,Unmarried,2,1,20,49,39,595.4,No,0,0,No,0,0,Yes,Yes,39,595.4,3.627,12.151020408163264
8214-NVCQAC-3HH,Male,79,12,Crafts,39,47000,7.9,1.095335,2.617665,Married,2,1,26,71,57.45,1313.45,No,0,0,Yes,35.65,2467.8,No,No,93.1,3781.25,3.713,53.25704225352113
1884-TYBPZG-HGL,Male,62,15,Sales,8,49000,4.8,0.827904,1.524096,Unmarried,1,1,17,30,38.85,386.85,Yes,22.55,636.65,No,0,0,Yes,No,61.400000000000006,1023.5,2.352,34.11666666666667
0072-MQVNDV-4KO,Male,27,16,Sales,0,29000,10.9,0.622717,2.538283,Married,4,1,29,31,23.4,251.55,Yes,29.3,805.05,No,0,0,No,No,52.7,1056.6,3.1609999999999996,34.08387096774193
5788-QLVXSO-HER,Male,34,18,Professional,2,51000,6.2,0.322524,2.839476,Unmarried,3,1,23,59,47.85,905.15,Yes,35.5,2054,Yes,35.45,2201.3,Yes,No,118.8,5160.450000000001,3.162,87.46525423728815
8931-XMXDFT-RXL,Female,79,7,Agriculture,45,20000,19.2,1.40928,2.43072,Unmarried,1,1,22,72,54.75,1307.2,No,0,0,No,0,0,Yes,No,54.75,1307.2,3.84,18.155555555555555
3682-HHDSLK-HXO,Female,68,13,Professional,18,74000,7.2,0.340992,4.987008,Married,2,0,29,68,35.85,802.8,No,0,0,No,0,0,Yes,No,35.85,802.8,5.328,11.805882352941175
1516-CYANIZ-RY8,Male,37,18,Labor,8,193000,3.7,4.820175,2.320825,Married,3,1,23,33,26.85,332.8,Yes,59.65,1910,Yes,63.3,2048.1,Yes,Yes,149.8,4290.9,7.141,130.0272727272727
7570-FPTDKK-0IF,Female,52,11,Labor,22,94000,19.2,1.44384,16.60416,Unmarried,1,0,35,68,47.25,1052.75,No,0,0,No,0,0,Yes,No,47.25,1052.75,18.048000000000002,15.481617647058824
7515-AFJDMR-B0B,Female,23,9,Labor,6,21000,9.5,1.510215,0.484785,Married,5,0,30,36,25.2,291.2,No,0,0,No,0,0,Yes,No,25.2,291.2,1.995,8.088888888888889
1684-SWFFWY-K3C,Male,57,15,Professional,8,121000,7.8,1.906476,7.531524,Unmarried,1,1,20,61,37.5,757.35,No,0,0,No,0,0,Yes,No,37.5,757.35,9.438,12.415573770491804
2049-KTNHMV-YMX,Female,40,13,Service,10,24000,6.6,0.449856,1.134144,Married,2,0,28,26,32.1,253.9,No,0,0,No,0,0,No,No,32.1,253.9,1.584,9.765384615384615
1085-WJCGKC-MRO,Female,66,13,Professional,22,53000,13.5,1.7172,5.4378,Unmarried,1,0,17,64,39.3,820.7,No,0,0,No,0,0,No,No,39.3,820.7,7.155,12.8234375
9249-AXADUL-D5S,Female,61,15,Professional,15,56000,11.3,4.378976,1.949024,Unmarried,1,1,28,43,31.65,502.1,Yes,28.25,1276.9,No,0,0,No,No,59.9,1779,6.327999999999999,41.372093023255815
1734-EAYBEZ-PZ0,Male,79,16,Professional,15,26000,18.1,2.301234,2.404766,Unmarried,1,0,21,67,54.15,1144.85,No,0,0,No,0,0,Yes,No,54.15,1144.85,4.7059999999999995,17.08731343283582
3385-UPMYTY-3KI,Female,75,11,Sales,7,19000,4.2,0.174762,0.623238,Unmarried,1,1,28,44,33.6,497.3,No,0,0,No,0,0,No,No,33.6,497.3,0.7979999999999999,11.302272727272728
2931-WBFVCF-CNX,Male,35,20,Crafts,6,47000,5.5,0.700535,1.884465,Unmarried,1,1,33,21,13.65,97.1,No,0,0,No,0,0,No,Yes,13.65,97.1,2.585,4.623809523809523
9639-WDHBCL-5A8,Male,22,15,Sales,0,19000,12.5,0.605625,1.769375,Unmarried,1,0,28,2,7.05,2.75,No,0,0,No,0,0,No,Yes,7.05,2.75,2.375,1.375
9081-UBQDSR-6IK,Male,73,14,Crafts,34,164000,29.7,4.188888,44.519112,Married,2,1,25,72,151.5,3523.65,No,0,0,No,0,0,Yes,No,151.5,3523.65,48.708,48.93958333333333
8639-AUPQYM-25S,Male,23,13,Professional,0,16000,1.1,0.015312,0.160688,Unmarried,1,0,28,30,30.6,328,Yes,26.75,789.9,No,0,0,No,No,57.35,1117.9,0.176,37.263333333333335
8745-DMQULS-JO0,Male,19,14,Sales,0,23000,2.1,0.083076,0.399924,Married,5,1,42,18,48.15,288,No,0,0,No,0,0,No,No,48.15,288,0.483,16
6163-GILGEU-DY5,Male,77,16,Labor,26,13000,17.3,0.937833,1.311167,Unmarried,1,1,37,63,91.5,1915.3,No,0,0,No,0,0,Yes,No,91.5,1915.3,2.249,30.401587301587302
7939-ERYSUF-ZB5,Female,51,14,Labor,18,74000,11.9,1.303288,7.502712,Married,4,1,33,36,50.7,652.35,No,0,0,No,0,0,No,No,50.7,652.35,8.806,18.120833333333334
0077-YFKJAV-D91,Female,56,18,Professional,3,129000,5.5,0.929445,6.165555,Married,2,1,23,40,18.15,244.15,Yes,33.2,1263.75,No,0,0,Yes,Yes,51.35,1507.9,7.095000000000001,37.697500000000005
6322-BPCXEI-Q4D,Female,46,16,Sales,4,56000,6.1,0.044408,3.371592,Unmarried,1,0,27,30,26.25,268.95,No,0,0,No,0,0,No,No,26.25,268.95,3.4160000000000004,8.965
7426-RJRFFK-CYX,Male,69,6,Misc,19,59000,12.3,2.721375,4.535625,Married,2,1,14,69,68.85,1537.45,No,0,0,No,0,0,No,No,68.85,1537.45,7.257,22.281884057971016
1712-VZCJTW-W1K,Female,38,15,Crafts,8,36000,5.2,0.763776,1.108224,Married,2,1,13,26,20.55,184,No,0,0,No,0,0,Yes,No,20.55,184,1.872,7.076923076923077
3736-LXGHWH-QT3,Female,52,18,Professional,5,96000,29.3,6.553824,21.574176,Unmarried,1,1,26,49,25.8,387.8,Yes,39.15,1930.1,Yes,46,2182.1,Yes,No,110.95,4500,28.128,91.83673469387755
8405-GXTJBV-W7N,Female,67,10,Service,35,22000,14.9,1.042404,2.235596,Unmarried,1,1,22,60,48.9,997.5,No,0,0,Yes,40.7,2472.75,No,No,89.6,3470.25,3.2780000000000005,57.8375
5214-MDMLPQ-1MT,Male,28,15,Sales,1,43000,9.2,1.170976,2.785024,Unmarried,1,0,27,37,25.8,344.1,Yes,30.15,1191.3,Yes,21.4,783.65,Yes,Yes,77.35,2319.05,3.956,62.67702702702703
6762-UARYPL-51S,Female,36,18,Sales,2,29000,30.7,3.605715,5.297285,Unmarried,1,1,31,4,9.15,8.35,Yes,39.4,136,Yes,24.15,69.15,No,Yes,72.69999999999999,213.5,8.902999999999999,53.375
0046-IBWRNV-OP7,Male,39,15,Sales,3,28000,13.2,0.450912,3.245088,Married,4,1,35,35,40.35,476,No,0,0,No,0,0,Yes,No,40.35,476,3.6959999999999997,13.6
2834-OGEVTU-9O7,Female,55,12,Sales,3,29000,14.2,2.277254,1.840746,Married,2,1,21,53,42.3,734,No,0,0,No,0,0,No,No,42.3,734,4.118,13.849056603773585
8157-GPGMVO-VJW,Male,65,13,Professional,15,18000,5.1,0.512244,0.405756,Unmarried,1,0,20,64,34.5,745.95,No,0,0,No,0,0,No,Yes,34.5,745.95,0.918,11.65546875
0037-VHZRCO-JXT,Female,73,10,Sales,9,14000,1.9,0.01862,0.24738,Married,2,1,27,72,62.25,1519,No,0,0,No,0,0,Yes,No,62.25,1519,0.266,21.09722222222222
2802-MDQRFW-U5L,Male,34,15,Crafts,10,36000,18,3.1752,3.3048,Married,6,1,33,59,37.8,670.45,No,0,0,No,0,0,No,No,37.8,670.45,6.48,11.363559322033899
9108-FHQQBK-LAH,Female,67,19,Sales,7,152000,8.4,7.584192,5.183808,Unmarried,1,0,23,42,33,427.7,Yes,24.25,1010,No,0,0,Yes,Yes,57.25,1437.7,12.768,34.23095238095238
1570-TKBDYZ-6W5,Male,54,12,Professional,19,84000,9.9,4.839912,3.476088,Unmarried,2,1,25,35,25.8,328.3,No,0,0,No,0,0,No,No,25.8,328.3,8.315999999999999,9.38
1321-FAHMBA-8RX,Male,31,16,Sales,1,32000,15.3,1.703808,3.192192,Unmarried,1,1,23,46,39.15,579.1,Yes,43.3,1984.15,Yes,46.7,2152.3,Yes,Yes,129.14999999999998,4715.55,4.896,102.51195652173914
8828-EKUUDS-Z2E,Female,66,22,Sales,2,22000,17.8,1.045572,2.870428,Married,2,1,14,21,23.55,149.1,Yes,34.55,655.2,No,0,0,Yes,Yes,58.099999999999994,804.3000000000001,3.916,38.300000000000004
8765-JDCAXZ-S3V,Male,51,19,Agriculture,23,143000,5.9,2.227368,6.209632,Married,2,1,20,60,29.7,592.8,Yes,36.75,2126.5,Yes,34.5,2060.65,Yes,Yes,100.95,4779.950000000001,8.437,79.66583333333334
8723-NTRQSS-JQZ,Male,35,17,Sales,2,22000,2.4,0.099792,0.428208,Unmarried,2,1,31,8,8.25,14.25,Yes,28.85,213.4,Yes,22.1,150.4,No,No,59.2,378.05,0.528,47.25625
6844-VETJBH-XEI,Female,47,16,Service,4,50000,11.4,2.6448,3.0552,Married,3,1,29,55,69.9,1331.2,Yes,40.25,2249.4,Yes,50.6,2705.85,Yes,Yes,160.75,6286.450000000001,5.7,114.29909090909092
0423-RHVQHI-61H,Male,65,16,Sales,3,42000,14.6,1.483944,4.648056,Unmarried,1,0,33,35,18.15,210.45,No,0,0,No,0,0,Yes,No,18.15,210.45,6.132000000000001,6.0128571428571425
0803-ZSJGGL-OSE,Female,23,18,Sales,0,13000,3.3,0.132132,0.296868,Married,4,1,26,29,19.05,190,No,0,0,No,0,0,No,No,19.05,190,0.42900000000000005,6.551724137931035
5219-ZVCGZQ-LCE,Female,34,18,Crafts,5,55000,5.3,1.18932,1.72568,Married,5,1,23,61,36.45,714.75,No,0,0,Yes,61.95,3814.65,Yes,Yes,98.4,4529.4,2.915,74.25245901639343
0290-RPEAHR-8B2,Male,78,8,Service,39,23000,12.3,0.096186,2.732814,Unmarried,1,1,21,72,114.3,2727.05,No,0,0,No,0,0,Yes,No,114.3,2727.05,2.8289999999999997,37.87569444444445
9783-VWYGCO-70P,Male,68,13,Sales,7,15000,3.5,0.066675,0.458325,Married,2,1,32,72,217.35,5246.3,No,0,0,No,0,0,Yes,No,217.35,5246.3,0.525,72.86527777777778
8477-FURXBL-V98,Male,47,15,Service,8,45000,19.7,2.526525,6.338475,Unmarried,1,1,14,7,12.15,27.5,No,0,0,No,0,0,No,No,12.15,27.5,8.865,3.9285714285714284
3631-ONIBHG-JMI,Male,33,16,Crafts,8,20000,13.3,0.8512,1.8088,Unmarried,1,1,17,51,31.35,551.3,No,0,0,No,0,0,Yes,No,31.35,551.3,2.66,10.809803921568626
2563-WMFFVX-82H,Male,36,21,Sales,2,48000,13.4,0.73968,5.69232,Unmarried,1,0,39,28,25.05,254,Yes,38.1,1042.25,Yes,38.9,1077.4,Yes,Yes,102.05000000000001,2373.65,6.4319999999999995,84.77321428571429
9827-QPOKBY-LKO,Male,32,16,Service,5,42000,6.7,1.328208,1.485792,Married,2,1,30,42,23.25,338.2,No,0,0,No,0,0,No,No,23.25,338.2,2.814,8.052380952380952
3145-VNGWUY-ZQS,Male,64,16,Sales,10,35000,7.5,1.62225,1.00275,Married,2,1,15,54,39.9,692,No,0,0,No,0,0,Yes,Yes,39.9,692,2.625,12.814814814814815
4025-RCPSYI-803,Male,54,15,Professional,5,38000,9,1.17648,2.24352,Married,4,1,21,21,18.75,133.1,No,0,0,No,0,0,No,No,18.75,133.1,3.42,6.338095238095238
6442-NNEOBK-8M9,Female,62,17,Sales,5,66000,7.9,1.569414,3.644586,Married,2,0,13,34,30.9,322.5,No,0,0,Yes,24.25,756.55,No,Yes,55.15,1079.05,5.214,31.73676470588235
3754-JJTSIX-HW4,Female,18,13,Professional,0,19000,4.1,0.10127,0.67773,Married,6,0,24,6,40.05,75.25,No,0,0,No,0,0,No,Yes,40.05,75.25,0.779,12.541666666666666
4092-XAPMSL-F1S,Female,79,12,Professional,13,10000,6.8,0.06052,0.61948,Married,2,0,27,45,44.25,687.25,No,0,0,No,0,0,No,No,44.25,687.25,0.68,15.272222222222222
5140-JORCZS-SWG,Male,70,14,Service,22,21000,11.8,0.317184,2.160816,Married,3,0,19,65,48.9,1028.05,No,0,0,No,0,0,Yes,Yes,48.9,1028.05,2.478,15.816153846153846
9751-UJKWLO-R2B,Male,42,17,Service,12,114000,7,2.73714,5.24286,Unmarried,2,1,28,51,37.05,624.4,Yes,24.85,1270.7,No,0,0,No,No,61.9,1895.1,7.98,37.15882352941176
3174-AHTEYY-QJK,Female,69,10,Sales,8,41000,5,1.64205,0.40795,Unmarried,1,0,27,38,31.2,388.95,No,0,0,No,0,0,No,No,31.2,388.95,2.05,10.235526315789473
8036-YWCZIP-OOA,Female,24,18,Service,0,23000,14.3,0.983411,2.305589,Unmarried,1,1,28,14,12.6,81.55,Yes,32.85,431.85,No,0,0,No,Yes,45.45,513.4,3.2889999999999997,36.67142857142857
1729-LDUPIQ-AKS,Male,26,16,Professional,1,21000,3.3,0.135828,0.557172,Married,3,1,34,1,8.4,2.8,No,0,0,Yes,21.25,21.25,No,Yes,29.65,24.05,0.6930000000000001,24.05
9523-PJUBAK-KSC,Female,61,13,Labor,27,110000,29.7,9.96435,22.70565,Unmarried,2,1,24,70,55.65,1352.1,No,0,0,Yes,45.5,3135.9,Yes,No,101.15,4488,32.67,64.11428571428571
1512-XVXHMT-7YJ,Female,36,19,Professional,4,29000,7.9,0.494856,1.796144,Unmarried,5,1,22,19,16.65,80.2,Yes,35.85,634.55,No,0,0,Yes,Yes,52.5,714.75,2.291,37.61842105263158
9513-EFLYMG-UEA,Female,68,11,Sales,12,102000,8.7,1.206864,7.667136,Unmarried,1,1,17,48,22.35,356.55,No,0,0,No,0,0,No,No,22.35,356.55,8.874,7.4281250000000005
0076-YGZXNR-QMC,Male,35,14,Professional,4,22000,5.9,0.391996,0.906004,Unmarried,1,0,29,6,12.15,16.75,Yes,34.1,194.45,Yes,25.85,114.85,No,No,72.1,326.04999999999995,1.298,54.34166666666666
7141-HNJHVQ-3VB,Female,55,10,Crafts,14,42000,6.1,1.168272,1.393728,Married,2,1,18,36,22.2,267.45,No,0,0,No,0,0,No,No,22.2,267.45,2.5620000000000003,7.429166666666666
7689-PZGVSS-C8Q,Female,49,12,Sales,6,36000,14.9,2.62836,2.73564,Unmarried,1,1,27,58,67.35,1295,No,0,0,No,0,0,No,Yes,67.35,1295,5.364,22.32758620689655
3288-JVGWKD-YGB,Male,20,11,Professional,0,19000,4.6,0.443992,0.430008,Married,4,0,28,31,22.05,216.3,Yes,32.05,958.25,No,0,0,No,No,54.099999999999994,1174.55,0.874,37.88870967741936
1273-MSAUOB-2O9,Male,25,19,Service,0,31000,23.4,1.915056,5.338944,Unmarried,1,1,26,15,24.9,123.15,Yes,26.25,365.1,No,0,0,Yes,Yes,51.15,488.25,7.254,32.55
0558-SITMGB-YZ9,Female,47,11,Professional,16,66000,15.1,6.87654,3.08946,Married,6,1,24,66,74.4,1641.3,Yes,43.85,2771.25,No,0,0,Yes,No,118.25,4412.55,9.966000000000001,66.85681818181818
4944-ITFWMY-KDC,Male,66,13,Labor,19,23000,10.4,1.418456,0.973544,Married,3,1,28,70,101.25,2458.8,No,0,0,No,0,0,Yes,No,101.25,2458.8,2.392,35.12571428571429
1103-KTXUJS-ZPH,Female,18,13,Service,0,15000,4.9,0.21021,0.52479,Married,4,1,17,2,42.3,28.65,Yes,30.55,26.1,No,0,0,Yes,Yes,72.85,54.75,0.735,27.375
0570-SPHLVW-B1R,Male,25,10,Agriculture,7,21000,8.9,0.14952,1.71948,Married,4,1,28,50,16.95,264.1,No,0,0,No,0,0,Yes,No,16.95,264.1,1.8689999999999998,5.282
3402-FTLZQI-30T,Female,68,16,Labor,30,237000,5,7.5366,4.3134,Unmarried,1,1,29,19,45.75,322.45,No,0,0,No,0,0,No,No,45.75,322.45,11.85,16.971052631578946
6702-MJNIGH-KYH,Male,61,18,Labor,20,32000,10.6,0.132288,3.259712,Unmarried,1,0,16,5,13.05,23.25,No,0,0,Yes,22.5,105.85,No,No,35.55,129.1,3.392,25.82
0908-VOARVR-1L4,Male,49,15,Service,17,208000,8.3,8.2004,9.0636,Married,5,1,33,72,180.6,4264.4,No,0,0,Yes,41.05,2862.7,Yes,No,221.64999999999998,7127.0999999999995,17.264,98.9875
4459-SHQKCK-YYU,Female,26,17,Professional,0,82000,10.1,1.391376,6.890624,Married,2,1,38,13,7.95,27.5,Yes,45.55,555.2,Yes,38.95,453,Yes,Yes,92.45,1035.7,8.282,79.66923076923078
3319-YDSBGY-41V,Female,62,13,Service,30,182000,26.2,28.84882,18.83518,Unmarried,1,1,33,71,68.1,1674.2,No,0,0,No,0,0,Yes,No,68.1,1674.2,47.684,23.580281690140847
4308-OSQDNR-9D6,Male,20,15,Labor,0,17000,3.9,0.459459,0.203541,Married,5,1,24,23,16.8,132.7,No,0,0,No,0,0,No,No,16.8,132.7,0.663,5.769565217391304
6343-MDDJHT-XZJ,Female,74,9,Professional,26,62000,10.7,2.428044,4.205956,Unmarried,1,1,19,72,116.7,2774.95,No,0,0,No,0,0,Yes,No,116.7,2774.95,6.6339999999999995,38.54097222222222
6378-WSYINQ-NNO,Female,30,15,Service,3,30000,30.6,3.87396,5.30604,Unmarried,2,1,21,13,11.4,52.05,No,0,0,No,0,0,No,No,11.4,52.05,9.18,4.003846153846154
7442-JTPBTI-5SZ,Female,64,11,Sales,5,18000,6.1,0.371124,0.726876,Married,2,0,23,9,13.35,28.35,No,0,0,Yes,14.7,119.3,No,No,28.049999999999997,147.65,1.0979999999999999,16.405555555555555
3401-LGDNVB-E53,Male,22,16,Sales,0,20000,3.8,0.22268,0.53732,Unmarried,1,0,22,1,4.35,1.45,No,0,0,No,0,0,No,No,4.35,1.45,0.76,1.45
